nummer,preis_avr,preis_sum,menge_avr,menge_sum,dauer,geschw,marke1,marke2,marke3,marke4,marke5,marke6,marke7,marke8,marke9,alter,klasse,einkm,persn,prbew,bildg,kaufw,last_dauer_relativ,treue1,treue2,treue3,treue4,treue5,treue6,treue7,treue8,treue9,einkmpp,Frequency,Monetary
3205,1.88,45,2.5,60,15.375,0.41878479,1,3,2,0,0,0,2,0,16,4,4,2,1,1,3,0.130081301,2,0,0,0,NaN,NaN,NaN,0.5,NaN,0.5625,2,60,1.88
3206,2.04,96,1.063829787,50,21.29787234,0.10707965,0,0,0,0,0,0,47,0,0,5,5,1,2,1,1,2.629370629,56,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.5,50,2.04
3208,1.52,73,1.0625,51,20.35416667,0.08511615,0,1,38,0,0,0,0,0,9,3,3,3,3,1,3,0.343909928,7,NaN,0,0.973684211,NaN,NaN,NaN,NaN,NaN,0.777777778,1,51,1.52
3213,1.26,219,1.540229885,268,4.925287356,0.461144999,3,1,0,66,2,11,0,2,89,4,3,1,5,1,3,0.270711785,1.333333333,0,0,NaN,0.363636364,0,0.181818182,NaN,0,0.606741573,0.2,268,1.26
3222,2.02,119,1.06779661,63,16.96610169,0.100928412,48,3,0,0,1,1,0,1,5,3,3,4,3,1,3,1.237762238,21,0.8125,0.333333333,NaN,NaN,0,0,NaN,0,0,1.333333333,63,2.02
3225,2.11,211,1.08,108,10.6,0.143033424,2,12,12,4,19,6,7,5,33,3,3,3,3,1,3,0.377358491,4,0,0.25,0,0,0.315789474,0,0,0.2,0.303030303,1,108,2.11
3228,2.5,175,1.357142857,95,13.51428571,0.181608205,17,7,0,0,0,0,0,0,46,5,4,2,2,1,1,0.295983087,4,0.411764706,0.428571429,NaN,NaN,NaN,NaN,NaN,NaN,0.695652174,1,95,2.5
3230,2.08,75,1.277777778,46,27.69444444,0.105177646,13,3,4,1,0,0,0,0,15,2,4,2,5,1,2,0.794383149,22,0.307692308,0.333333333,0,0,NaN,NaN,NaN,NaN,0.333333333,0.4,46,2.08
3232,1.38,22,1,16,60.375,0.025993998,1,0,0,12,0,0,0,0,3,1,3,3,3,1,3,0.513457557,31,0,NaN,NaN,0.833333333,NaN,NaN,NaN,NaN,0.333333333,1,16,1.38
3233,1.96,108,1.527272727,84,15.43636364,0.287117804,33,1,14,5,0,0,1,0,1,5,3,2,2,2,2,0.280722419,4.333333333,0.606060606,0,0.428571429,0,NaN,NaN,0,NaN,0,1,84,1.96
3253,1.72,215,1.056,132,8.632,0.155163673,0,1,0,0,55,6,2,0,61,4,3,4,4,1,1,0.231696015,2,NaN,0,NaN,NaN,0.745454545,0.333333333,0,NaN,0.737704918,1,132,1.72
3257,1.82,118,2.076923077,135,8.953846154,0.605993802,24,37,0,0,0,0,2,1,1,3,3,3,2,1,2,0.335051546,3,0.25,0.513513514,NaN,NaN,NaN,NaN,0,0,0,1.5,135,1.82
3263,2.62,76,1.137931034,33,33.44827586,0.117191642,1,1,0,0,6,14,1,5,1,2,3,4,2,1,3,4.783505155,160,0,0,NaN,NaN,0.166666667,0.428571429,0,0.2,0,2,33,2.62
3271,1.68,153,1.208791209,110,11.38461538,0.162671952,0,3,12,13,2,0,3,56,2,2,3,1,4,1,3,0.966216216,11,NaN,0.666666667,0.583333333,0.846153846,0.5,NaN,0.333333333,0.839285714,0,0.25,110,1.68
3273,1.94,128,1.090909091,72,15.36363636,0.104321459,37,8,0,5,0,0,0,0,16,5,3,3,2,1,3,0.455621302,7,0.513513514,0.25,NaN,0,NaN,NaN,NaN,NaN,0.25,1.5,72,1.94
3277,2.06,183,1.033707865,92,12.3258427,0.139572516,0,1,0,3,0,0,61,0,24,4,1,4,3,3,3,1.703737466,21,NaN,0,NaN,0,NaN,NaN,0.918032787,NaN,0.875,1.333333333,92,2.06
3283,2.31,37,1.5,24,38.6875,0.074012336,7,4,0,0,0,0,0,0,5,5,2,3,1,4,3,2.533117932,98,0.571428571,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.6,3,24,2.31
3284,2.37,64,1.296296296,35,29.2962963,0.091920282,0,0,8,0,6,13,0,0,0,3,3,3,4,1,3,0.409608091,12,NaN,NaN,0.625,NaN,0.5,0.538461538,NaN,NaN,NaN,0.75,35,2.37
3293,2.11,38,1.444444444,26,42.83333333,0.072938068,0,0,12,0,0,0,0,6,0,4,4,1,1,1,2,0.070038911,3,NaN,NaN,0.75,NaN,NaN,NaN,NaN,0.5,NaN,1,26,2.11
3295,2.56,169,1.090909091,72,16.66666667,0.150669295,5,1,0,5,0,0,0,0,55,5,1,3,3,4,3,0.24,4,0.2,0,NaN,0,NaN,NaN,NaN,NaN,0.836363636,1,72,2.56
3304,1.96,321,1.402439024,230,5.414634146,0.346830174,0,0,41,0,11,20,15,68,9,4,3,3,5,1,2,0.061561562,0.333333333,NaN,NaN,0.292682927,NaN,0.181818182,0.3,0.133333333,0.573529412,0.111111111,0.6,230,1.96
3307,1.67,30,1,18,56.44444444,0.021101303,0,0,18,0,0,0,0,0,0,3,4,2,1,1,3,1.00984252,57,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,18,1.67
3309,1,10,1.1,11,81.6,0.029382751,0,0,0,6,0,1,0,0,3,2,3,3,4,3,3,3.088235294,252,NaN,NaN,NaN,0.833333333,NaN,0,NaN,NaN,0.666666667,0.75,11,1
3310,2.11,99,1.382978723,65,27.44680851,0.090363135,1,3,0,0,0,0,0,0,43,5,2,4,2,4,1,0.510077519,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.906976744,2,65,2.11
3315,1.83,130,1.042253521,74,16.02816901,0.100968608,5,3,3,38,0,0,3,12,7,5,2,1,3,2,3,1.247803163,20,0,0,0,0.631578947,NaN,NaN,0,0.25,0.285714286,0.333333333,74,1.83
3316,1,2,1,2,81,0.027355623,0,1,0,0,0,0,0,0,1,2,3,2,1,4,1,1.740740741,141,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,1
3327,1.89,106,1.232142857,69,17.39285714,0.126241468,10,13,6,3,0,0,0,1,23,5,4,2,2,4,2,0.402464066,7,0.2,0.230769231,0,0,NaN,NaN,NaN,0,0.391304348,1,69,1.89
3329,2.31,127,1.036363636,57,18.8,0.107557669,3,2,0,0,15,28,1,2,4,4,3,2,2,1,2,0.265957447,5,0,0,NaN,NaN,0.466666667,0.607142857,0,0,0.25,1,57,2.31
3331,1.85,48,1.115384615,29,40.11538462,0.048617354,0,0,16,0,0,2,0,2,6,5,3,2,2,1,2,1.570469799,63,NaN,NaN,0.8125,NaN,NaN,0,NaN,0,0.333333333,1,29,1.85
3336,1.57,58,1.027027027,38,27.97297297,0.06342254,0,2,33,1,0,0,0,0,1,3,2,3,5,2,2,0.500483092,14,NaN,0,0.878787879,0,NaN,NaN,NaN,NaN,0,0.6,38,1.57
3340,2.22,140,1.936507937,122,12.85714286,0.432539687,0,2,6,0,6,4,19,22,4,3,2,3,3,2,3,0.116666667,1.5,NaN,0,0.5,NaN,0.5,0.5,0.421052632,0.409090909,0,1,122,2.22
3349,1.99,151,1.039473684,79,14.80263158,0.125868768,3,1,0,0,0,0,4,41,27,2,3,2,4,4,3,0.810666667,12,0,0,NaN,NaN,NaN,NaN,0,0.87804878,0.666666667,0.5,79,1.99
3354,1.17,14,1,12,76.25,0.018757977,0,0,4,0,0,2,0,0,6,4,3,3,2,1,3,1.901639344,145,NaN,NaN,0.5,NaN,NaN,0.5,NaN,NaN,0.666666667,1.5,12,1.17
3356,2.48,164,1.03030303,68,16.01515152,0.084884451,15,1,0,0,0,4,0,3,43,5,1,1,2,4,1,1.061494797,17,0.533333333,0,NaN,NaN,NaN,0.25,NaN,0.333333333,0.744186047,0.5,68,2.48
3357,2,74,1.135135135,42,10.43243243,0.233806121,5,2,11,0,0,0,1,0,18,3,2,3,4,2,1,0.575129534,6,0.4,0,0.272727273,NaN,NaN,NaN,0,NaN,0.555555556,0.75,42,2
3358,1.72,175,1.509803922,154,10.28431373,0.397960049,4,10,3,21,0,1,0,0,63,4,2,4,2,4,2,0.875119161,9,0,0.2,0,0.238095238,NaN,0,NaN,NaN,0.682539683,2,154,1.72
3361,2.15,58,2.37037037,64,21.48148148,0.350529245,2,18,0,0,0,0,0,0,7,4,2,3,2,4,3,0.356896552,7.666666667,0,0.722222222,NaN,NaN,NaN,NaN,NaN,NaN,0.714285714,1.5,64,2.15
3364,2.14,45,1,21,49.80952381,0.031480048,1,0,0,0,0,0,1,19,0,3,3,1,4,1,2,0.301147228,15,0,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.25,21,2.14
3365,1.4,28,1,20,34.55,0.036304873,2,2,0,13,1,0,0,2,0,5,4,1,1,2,1,0.405209841,14,0.5,0.5,NaN,0.769230769,0,NaN,NaN,0,NaN,1,20,1.4
3367,1.89,53,1.071428571,30,34.32142857,0.09227897,10,5,0,0,0,1,0,0,12,4,5,1,5,1,3,0.87408949,30,0.3,0.2,NaN,NaN,NaN,0,NaN,NaN,0.416666667,0.2,30,1.89
3371,1.58,136,1.104651163,95,11.6744186,0.135300686,0,0,71,12,0,1,0,0,2,5,4,1,1,4,3,0.685258964,8,NaN,NaN,0.830985915,0.166666667,NaN,0,NaN,NaN,0,1,95,1.58
3377,1.84,225,1.532786885,187,6.631147541,0.392797806,4,6,48,2,0,0,0,0,62,5,3,2,2,1,3,0.527812114,3.5,0,0,0.4375,0,NaN,NaN,NaN,NaN,0.548387097,1,187,1.84
3382,1.8,110,1.393442623,85,18.7704918,0.193571037,0,0,39,1,0,0,0,0,21,4,5,1,2,1,1,0.319650655,6,NaN,NaN,0.58974359,0,NaN,NaN,NaN,NaN,0.238095238,0.5,85,1.8
3385,2.54,137,1.037037037,56,20.07407407,0.06823701,0,0,0,0,2,0,46,4,2,4,4,2,2,2,3,0.996309963,20,NaN,NaN,NaN,NaN,0.5,NaN,0.869565217,0.25,0,1,56,2.54
3388,2,4,1,2,343,0.002931023,0,0,1,0,0,0,0,0,1,4,3,2,2,4,2,0.927113703,318,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,1,2,2
3390,1.34,51,1.078947368,41,25.97368421,0.117328118,2,0,6,15,0,0,0,0,15,1,3,4,2,2,3,2.849037487,74,0,NaN,0,0.466666667,NaN,NaN,NaN,NaN,0.466666667,2,41,1.34
3397,1.08,14,1.076923077,14,73.23076923,0.040012817,0,1,1,2,0,0,0,0,9,3,3,2,4,2,3,1.283613445,94,NaN,0,0,0,NaN,NaN,NaN,NaN,0.555555556,0.5,14,1.08
3399,2.5,75,1.033333333,31,34.86666667,0.050544781,14,9,2,0,0,0,0,0,5,5,3,4,3,1,3,0.258126195,9,0.571428571,0.333333333,0.5,NaN,NaN,NaN,NaN,NaN,0.2,1.333333333,31,2.5
3406,1.91,42,1.090909091,24,38.77272727,0.03876675,2,3,0,0,0,0,0,0,17,5,5,1,1,1,1,0.464243845,18,0,0.333333333,NaN,NaN,NaN,NaN,NaN,NaN,0.764705882,1,24,1.91
3407,2.76,353,1.3125,168,7.25,0.249788341,3,0,0,0,89,32,4,0,0,5,5,1,1,1,1,0.965517241,7,0.666666667,NaN,NaN,NaN,0.91011236,0.90625,0,NaN,NaN,1,168,2.76
3409,1.68,101,1.033333333,62,17.46666667,0.103291641,1,0,47,2,4,1,0,0,5,3,3,3,3,4,3,0.171755725,3,0,NaN,0.765957447,0,0,0,NaN,NaN,0.2,1,62,1.68
3410,1.69,125,1.027027027,76,14.12162162,0.083558676,1,0,49,13,0,0,0,2,9,5,5,1,1,1,3,0.566507177,8,0,NaN,0.612244898,0.153846154,NaN,NaN,NaN,0,0.111111111,1,76,1.69
3414,2.67,147,1.072727273,59,18.29090909,0.086454723,0,0,1,0,6,47,0,1,0,5,5,1,1,1,3,0.382703777,7,NaN,NaN,0,NaN,0,0.872340426,NaN,0,NaN,1,59,2.67
3415,2.41,154,1.015625,65,17.890625,0.103994373,2,5,0,0,1,2,30,14,10,4,3,3,2,1,3,0.558951965,10,0,0,NaN,NaN,0,0,0.666666667,0.357142857,0.4,1.5,65,2.41
3418,2.56,46,1.777777778,32,40.22222222,0.111017517,2,0,0,0,0,15,1,0,0,4,4,1,1,1,3,0.571823204,23,0.5,NaN,NaN,NaN,NaN,0.933333333,0,NaN,NaN,1,32,2.56
3420,2.1,84,2,80,15.625,0.401958505,29,0,0,0,0,0,0,9,2,3,4,2,3,1,3,0.106666667,1.666666667,0.793103448,NaN,NaN,NaN,NaN,NaN,NaN,0.444444444,0.5,0.666666667,80,2.1
3423,2.33,140,2.2,132,8.683333333,0.381029574,19,0,0,0,2,38,0,1,0,3,3,4,3,1,2,0.287907869,2.5,0.421052632,NaN,NaN,NaN,0,0.736842105,NaN,0,NaN,1.333333333,132,2.33
3424,1.65,51,2.548387097,79,13.48387097,0.284920485,1,3,25,0,0,1,0,1,0,2,3,4,4,1,3,0.074162679,1,0,0,0.72,NaN,NaN,0,NaN,0,NaN,1,79,1.65
3425,1.78,158,1.258426966,112,11.66292135,0.303745041,17,3,67,0,0,0,0,0,2,5,3,3,3,1,3,1.114643545,13,0.882352941,0,0.880597015,NaN,NaN,NaN,NaN,NaN,0,1,112,1.78
3426,2.22,40,1.055555556,19,60.55555556,0.057242865,7,0,4,1,0,0,0,0,6,4,2,1,3,1,2,2.311926606,140,0.571428571,NaN,0.5,0,NaN,NaN,NaN,NaN,0.5,0.333333333,19,2.22
3428,1.75,70,1.1,44,24.8,0.07917414,0,9,16,0,0,1,0,0,14,3,1,3,3,4,2,1.008064516,25,NaN,0.444444444,0.4375,NaN,NaN,0,NaN,NaN,0.285714286,1,44,1.75
3432,2.07,143,1.130434783,78,15.79710145,0.134272941,36,1,2,2,15,3,0,6,4,5,3,3,2,1,1,0.316513761,5,0.833333333,0,0,0.5,0.8,0,NaN,0.833333333,0,1.5,78,2.07
3433,1.81,234,1.162790698,150,8.178294574,0.261035183,2,22,55,2,1,20,0,9,18,4,3,4,2,1,3,0.122274882,1,0.5,0.454545455,0.636363636,0,0,0.35,NaN,0.111111111,0.111111111,2,150,1.81
3435,1.7,46,1.777777778,48,25.88888889,0.25456658,0,0,1,0,0,0,0,0,26,3,4,2,2,1,3,0.309012876,8,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0.961538462,1,48,1.7
3438,1.88,145,1.805194805,139,10.22077922,0.559826739,21,1,3,6,0,0,0,2,44,4,1,1,3,2,3,0.097839898,1,0.380952381,0,0.333333333,0.166666667,NaN,NaN,NaN,0,0.681818182,0.333333333,139,1.88
3439,2.64,145,1.2,66,18.34545455,0.123814939,0,3,0,0,0,1,0,45,6,5,5,2,2,1,2,0.708622398,13,NaN,0,NaN,NaN,NaN,0,NaN,0.8,0,1,66,2.64
3441,2.11,59,1.857142857,52,23.53571429,0.146788664,3,12,0,0,0,1,0,0,12,3,1,1,3,4,3,0.339908953,8,0,0.416666667,NaN,NaN,NaN,0,NaN,NaN,0.333333333,0.333333333,52,2.11
3444,2.65,392,1.087837838,161,7.452702703,0.173484832,1,20,0,1,16,85,0,21,4,4,3,4,3,1,3,0.670897552,5,0,0.4,NaN,0,0.1875,0.729411765,NaN,0.285714286,0,1.333333333,161,2.65
3446,1.79,184,1.300970874,134,11.93203883,0.251837938,3,7,17,12,3,6,0,1,54,4,2,3,4,4,2,0.335231896,4,0,0.142857143,0.352941176,0.166666667,0,0,NaN,0,0.592592593,0.75,134,1.79
3452,1.5,45,1.066666667,32,34,0.041197755,0,0,26,3,0,0,0,0,1,4,3,3,2,1,3,1.088235294,37,NaN,NaN,0.884615385,0.333333333,NaN,NaN,NaN,NaN,0,1.5,32,1.5
3453,2.5,95,2.684210526,102,8.236842105,0.671286744,0,0,2,7,0,0,0,0,29,4,3,3,2,1,2,0.161874334,1.333333333,NaN,NaN,0.5,0,NaN,NaN,NaN,NaN,0.724137931,1.5,102,2.5
3457,2.07,147,1.267605634,90,15.63380282,0.19143006,2,6,10,14,0,1,0,0,38,5,3,3,2,1,3,0.959459459,15,0,0.166666667,0.1,0.071428571,NaN,0,NaN,NaN,0.552631579,1.5,90,2.07
3459,2.79,39,1.071428571,15,61.64285714,0.025371521,13,0,0,0,0,0,0,0,1,1,4,2,1,1,3,0.527230591,32.5,0.923076923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,15,2.79
3460,2.08,27,1.307692308,17,81.23076923,0.047724128,1,0,0,0,0,0,0,0,12,3,1,4,5,1,1,3.508522727,285,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.916666667,0.8,17,2.08
3462,1.87,112,1.15,69,17.9,0.158969325,2,10,0,0,2,0,0,0,46,3,1,3,3,2,3,0.782122905,14,0,0.5,NaN,NaN,0,NaN,NaN,NaN,0.826086957,1,69,1.87
3463,1.79,113,1.253968254,79,14.36507937,0.157332507,6,4,1,0,1,5,0,1,45,2,3,2,3,1,1,0.208839779,3,0.333333333,0.25,0,NaN,0,0.4,NaN,0,0.777777778,0.666666667,79,1.79
3464,1.47,22,1,15,68.8,0.085114948,0,0,10,1,0,0,0,4,0,5,5,1,1,1,2,0.218023256,15,NaN,NaN,0.7,0,NaN,NaN,NaN,0.25,NaN,1,15,1.47
3471,1.33,20,1.066666667,16,59.93333333,0.085462864,0,1,3,7,0,0,0,0,4,5,3,2,1,2,3,1.117908788,67,NaN,0,0.333333333,0.571428571,NaN,NaN,NaN,NaN,0.25,2,16,1.33
3473,1.37,56,1.902439024,78,15.29268293,0.202089413,1,2,1,31,0,0,0,5,1,1,4,2,3,1,3,0.359649123,5.5,0,0,0,0.709677419,NaN,NaN,NaN,0,0,0.666666667,78,1.37
3474,2.46,138,1.035714286,58,28.39285714,0.085085319,2,0,0,0,0,54,0,0,0,5,2,3,2,2,3,0.739622642,21,0,NaN,NaN,NaN,NaN,0.962962963,NaN,NaN,NaN,1.5,58,2.46
3475,2.57,180,1.014285714,71,15.15714286,0.095679423,0,0,0,0,0,0,6,11,53,2,3,4,4,4,2,0.329877474,5,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.545454545,0.905660377,1,71,2.57
3480,2.1,132,2.111111111,133,9.698412698,0.433724178,3,2,0,0,0,0,12,0,46,3,1,3,4,1,2,0.463993453,4.5,0.333333333,0.5,NaN,NaN,NaN,NaN,0.083333333,NaN,0.760869565,0.75,133,2.1
3482,1.58,57,1,36,30.36111111,0.112125384,1,7,1,0,11,2,2,0,12,3,3,3,3,1,3,1.053979872,32,0,0.142857143,0,NaN,0.363636364,0.5,0,NaN,0.416666667,1,36,1.58
3483,1.94,212,1.495412844,163,7.770642202,0.271338859,0,0,8,1,0,0,2,3,95,4,5,1,2,1,1,0.321723731,2.5,NaN,NaN,0.5,0,NaN,NaN,0,0,0.915789474,0.5,163,1.94
3484,1.77,53,1.266666667,38,32.13333333,0.098584595,2,1,1,9,1,0,1,0,15,5,5,1,1,1,3,0.228215768,7.333333333,0,0,0,0.444444444,0,NaN,0,NaN,0.466666667,1,38,1.77
3485,2.11,38,1,18,58.44444444,0.02973764,6,3,0,1,0,0,0,0,8,5,4,1,2,1,1,0.872623574,51,0.166666667,0,NaN,0,NaN,NaN,NaN,NaN,0.375,0.5,18,2.11
3489,1.89,121,1.1875,76,17.640625,0.183418838,5,5,14,3,0,0,1,2,34,3,2,4,3,1,3,0.396811337,7,0.2,0.2,0.214285714,0,NaN,NaN,0,0,0.529411765,1.333333333,76,1.89
3493,1.65,91,1.6,88,15,0.195870427,7,16,0,28,0,1,0,0,3,2,3,1,3,1,2,0.244444444,3.666666667,0.142857143,0.125,NaN,0.464285714,NaN,0,NaN,NaN,0,0.333333333,88,1.65
3494,2.3,228,1,99,11.29292929,0.134014105,1,0,0,1,2,5,23,67,0,5,4,2,2,1,3,1.328264758,15,0,NaN,NaN,0,0,0,0.173913043,0.641791045,NaN,1,99,2.3
3496,2.04,108,1.528301887,81,18,0.170583181,0,0,0,0,0,2,2,4,45,3,1,1,4,2,2,0.083333333,1.5,NaN,NaN,NaN,NaN,NaN,0,0,0,0.888888889,0.25,81,2.04
3497,2.25,45,1.5,30,40.05,0.087254309,0,0,7,1,1,0,10,1,0,3,2,1,3,1,1,1.922596754,77,NaN,NaN,0.428571429,0,0,NaN,0.5,0,NaN,0.333333333,30,2.25
3498,1.7,85,1.06,53,20.62,0.085537583,7,2,1,0,0,2,0,0,38,5,5,1,1,1,1,0.630455868,13,0.571428571,0,0,NaN,NaN,0,NaN,NaN,0.842105263,1,53,1.7
3503,1.2,6,1.4,7,106.6,0.035774917,0,0,3,2,0,0,0,0,0,4,3,2,2,1,3,0.128205128,13.66666667,NaN,NaN,0.333333333,0,NaN,NaN,NaN,NaN,NaN,1,7,1.2
3504,2.01,147,1.287671233,94,12.04109589,0.170458286,12,11,0,0,0,0,0,0,50,4,1,4,3,1,1,0.913538111,11,0.083333333,0.181818182,NaN,NaN,NaN,NaN,NaN,NaN,0.62,1.333333333,94,2.01
3506,2.62,123,1.234042553,58,19.65957447,0.118295172,0,0,6,0,1,36,0,2,2,4,4,2,2,1,2,0.330627706,6.5,NaN,NaN,0.166666667,NaN,0,0.75,NaN,0,0,1,58,2.62
3518,1.54,60,1,39,26.82051282,0.070043064,0,0,6,0,6,8,0,1,18,5,5,1,1,4,3,0.894837476,24,NaN,NaN,0.166666667,NaN,0.166666667,0.5,NaN,0,0.555555556,1,39,1.54
3523,2.29,112,1.163265306,57,20.89795918,0.120360034,0,0,1,7,3,1,32,3,2,4,4,3,4,1,3,2.249023438,47,NaN,NaN,0,0.428571429,0.333333333,0,0.71875,0,0,0.75,57,2.29
3529,2.31,203,1.034090909,91,12.39772727,0.105084985,5,12,0,0,19,6,15,9,22,2,1,4,4,2,3,0.443629698,5.5,0.2,0.25,NaN,NaN,0.157894737,0.166666667,0.133333333,0.222222222,0.181818182,1,91,2.31
3531,2.18,85,1.051282051,41,27.92307692,0.079631415,5,5,0,0,1,7,1,0,20,5,4,1,1,1,2,0.50137741,14,0.4,0.4,NaN,NaN,0,0.285714286,0,NaN,0.6,1,41,2.18
3533,2.06,356,1.722543353,298,5.23699422,0.654663893,40,10,0,3,0,10,0,58,52,4,3,2,2,4,3,0.954746137,5,0.45,0,NaN,0,NaN,0.3,NaN,0.431034483,0.384615385,1,298,2.06
3535,1.73,26,1,15,68.53333333,0.031616594,1,3,1,0,0,0,0,0,10,5,5,1,1,1,1,3.998054475,274,0,0.333333333,0,NaN,NaN,NaN,NaN,NaN,0.7,1,15,1.73
3536,1.79,93,1.019230769,53,20.13461538,0.115970083,1,1,0,1,4,10,2,33,0,4,5,1,3,4,3,2.334288443,47,0,0,NaN,0,0.5,0.2,0,0.787878788,NaN,0.333333333,53,1.79
3544,1.51,134,1.08988764,97,12.17977528,0.136483189,0,1,23,24,0,0,0,0,41,4,3,3,2,2,1,0.164206642,2,NaN,0,0.565217391,0.375,NaN,NaN,NaN,NaN,0.585365854,1.5,97,1.51
3545,1.96,55,1.142857143,32,34.25,0.098548614,1,3,8,1,0,1,0,0,14,5,4,1,2,1,2,0.875912409,30,0,0.333333333,0.125,0,NaN,0,NaN,NaN,0.285714286,0.5,32,1.96
3546,1.79,43,1.375,33,44,0.090632439,11,5,0,0,0,0,0,0,8,2,1,3,4,4,2,0.431818182,19,0.363636364,0,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.75,33,1.79
3551,2.03,128,1.825396825,115,11.28571429,0.243798312,0,5,39,0,12,1,1,0,5,3,3,3,4,1,3,0.383966245,4.333333333,NaN,0.6,0.897435897,NaN,0.416666667,0,0,NaN,0.8,0.75,115,2.03
3552,1.75,14,1.125,9,92.625,0.017078684,0,0,0,0,0,0,0,8,0,2,1,3,3,3,1,0.237516869,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,9,1.75
3553,1.57,83,1.396226415,74,15.41509434,0.140325244,0,0,51,0,0,0,0,1,1,4,3,2,2,1,3,2.465116279,38,NaN,NaN,0.960784314,NaN,NaN,NaN,NaN,0,0,1,74,1.57
3554,1.66,131,1.582278481,125,9.46835443,0.332026704,8,41,1,22,0,0,1,0,6,5,3,3,2,2,1,0.369652406,3.5,0.125,0.682926829,0,0.409090909,NaN,NaN,0,NaN,0.166666667,1.5,125,1.66
3555,2.67,406,1.026315789,156,7.105263158,0.15877936,10,0,0,1,3,66,6,59,7,5,2,1,4,4,1,1.266666667,9,0.2,NaN,NaN,0,0,0.53030303,0,0.440677966,0.142857143,0.25,156,2.67
3556,2,14,1,7,111.5714286,0.016488907,1,0,0,0,0,0,1,2,3,5,5,1,2,1,3,0.304737516,34,0,NaN,NaN,NaN,NaN,NaN,0,0.5,0.333333333,0.5,7,2
3559,2.64,37,1,14,74,0.040277345,0,0,0,1,1,3,1,6,2,3,3,4,4,1,2,2.067567568,153,NaN,NaN,NaN,0,0,0.333333333,1,0.5,0,1,14,2.64
3562,2.3,207,1.188888889,107,10.76666667,0.205615612,29,27,0,0,0,0,0,1,33,4,3,3,2,1,1,0.325077399,3.5,0.482758621,0.555555556,NaN,NaN,NaN,NaN,NaN,0,0.575757576,1.5,107,2.3
3566,1.62,118,1.164383562,85,14.53424658,0.14858622,0,0,43,15,0,0,0,3,12,3,2,3,2,1,3,0.412818096,6,NaN,NaN,0.627906977,0.4,NaN,NaN,NaN,0.333333333,0.25,1.5,85,1.62
3569,1.73,57,1.090909091,36,29.72727273,0.070252315,1,0,22,2,0,0,3,0,5,5,2,2,2,4,1,0.80733945,24,0,NaN,0.818181818,0,NaN,NaN,0.333333333,NaN,0.4,1,36,1.73
3572,2.28,171,1.053333333,79,14.77333333,0.099794749,17,2,2,0,2,1,23,25,3,4,1,1,2,2,3,1.083032491,16,0.176470588,0,0,NaN,0,0,0.304347826,0.4,0,0.5,79,2.28
3574,1.29,107,1.048192771,87,13.34939759,0.122407109,0,0,0,0,0,1,1,81,0,5,3,2,1,2,3,0.524368231,7,NaN,NaN,NaN,NaN,NaN,0,0,0.975308642,NaN,2,87,1.29
3582,2.47,188,1.092105263,83,13.98684211,0.10735014,65,6,0,0,1,3,0,0,1,5,4,1,2,1,3,0.571966134,8,0.876923077,0.166666667,NaN,NaN,0,0.333333333,NaN,NaN,0,0.5,83,2.47
3583,1.69,103,1.819672131,111,9.967213115,0.291546614,0,0,51,1,0,0,1,1,7,4,4,2,2,1,3,0.250822368,2.5,NaN,NaN,0.823529412,0,NaN,NaN,0,0,0,1,111,1.69
3587,1.94,124,1.390625,89,13.203125,0.168871061,11,15,0,0,0,0,0,0,38,3,3,3,4,1,2,0.15147929,2,0.272727273,0.2,NaN,NaN,NaN,NaN,NaN,NaN,0.578947368,0.75,89,1.94
3591,1.58,71,1.066666667,48,21.77777778,0.076195679,0,0,44,1,0,0,0,0,0,5,5,1,1,1,2,0.367346939,8,NaN,NaN,0.977272727,0,NaN,NaN,NaN,NaN,NaN,1,48,1.58
3597,2.31,173,1.36,102,12.02666667,0.203916423,0,0,4,12,1,22,9,21,6,3,1,4,4,2,3,0.332594235,4,NaN,NaN,0.5,0.083333333,0,0.318181818,0.333333333,0.285714286,0.166666667,1,102,2.31
3598,2.14,45,1,21,48.66666667,0.024921503,0,2,0,0,0,4,1,5,9,4,4,2,1,1,1,1.253424658,61,NaN,0,NaN,NaN,NaN,0.5,0,0.4,0.666666667,2,21,2.14
3599,1.59,130,1.585365854,130,10.54878049,0.274627771,7,6,11,18,1,0,3,3,33,5,3,2,2,1,2,0.568786127,6,0.142857143,0.5,0.272727273,0.333333333,0,NaN,0.333333333,0.333333333,0.424242424,1,130,1.59
